Name,src,target
000125,"You have applied for the job as manager for our customer support. What makes you a good fit?
I am good at organizing and communication with people and administration.
I see. Can you give an example of a situation where it was difficult to do so?
It happend that som goods where placed on the wrong shelf and difficult to find.
What is the most important for you in a mamagement position?
That responsabilites and authories correspond?
Yes you will have a proper jobdeskription. Anything else?
Is overtime compensated payed or do you offer an extra week of vacation?
",You will have an extra week of vacation 
000098,"Welcome to this interview!
Thank you very much.
How was your trip? Was it hard to find your way here?
I had some troubles yes, but I managed to find my way just in time.
Yes I can imagine, it is a rather unknown neighbourhood. Anyhow, would you like a cup of coffee before we start?
No thank you, but I would like a cup of tea. I am actually not a big fan of coffee.
","Of course, I will get you a cup of tea."
000164,"you want to work as laboratory assistant. Is that correct?
Yes it has always been my dream to analyse specimen
do you have education for this job and experience?
I just got my diploma after examination but have no practical experience
",what do you know about our company?
000121,"Is there anything you want to ask about this job?
Will I be the only one in IT-support in the office?
I like my colleagues. Anything else?
During my vacation who will do the support?
",we hire a student. 
000104,"Is there anything you want to ask about this job?
How do you like your collegues?
I like my colleagues. Anything else?
What is the salary?
",25000 
000122,"You have applied for the job as manager for our customer support. What makes you a good fit?
I am good at organizing and communication with people and administration.
",I see. Can you give an example of a situation where it was difficult to do so?
000080,"What made you apply to this particular job?
I always liked to work with sales as I consider myself good at dealing with people.
Great. Tell me more about your experience of working with sales and people relations.
I worked for 5 years at an Office Supply company with internal and external sales.
",What were your responsibilites at this company?
000041,"Is there anything you want to ask about this job?
How do you like your collegues?
",I like my colleagues. Anything else?
000065,"What makes you fit well as a construction worker?
I like details, and I am quite strong. 
",Do you have any other characteristics that would be suitable for the job?
000010,"You have applied for the job as cleaner of our office. What about you as a person makes you a good cleaner?
I like to clean and tidy up and I am very careful and efficent.
",I see. Can you give an example of a situation where it was difficult to do so?
000024,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
",I see. Can you give an example of a situation where it was difficult to do so?
000138,"You have applied for the job as controller. What makes you a good fit?
I like figures and is well organised. I always deliver on time.
I see. Can you give an example of a situation where it was difficult to do so?
Once I did not recieve material in time from one of the employees and managed to explain in a nice way how important it was for the company to deliver reports on deadline.
",Is there anything you want to ask about this job?
000151,"freja:we would like to know what you think about working in a rehabilitation company
user:I am a positive person and believe in people's own possibilites and respect for integrity
",freja:tell me about your education?
000154,"freja:why are you applying for this job?
I am unemployed.
",What have you been doing before?
000075,"What is your experience with working with sales?
I have worked in a fashion store selling clothes. I was responsible for opening and closing the store as well as the cashier. When I was younger, I also worked with telemarketing.
For how long did you work with telemarketing?
3 months
",What did you learn by working with telemarketing?
000090,"Welcome to this interview!
Thank you very much.
How was your trip? Was it hard to find your way here?
No, not at all. I am familiar with this part of town since before.
",That is great to hear. Would you like a cup of coffee before we start?
000093,"Welcome to this interview!
Thank you very much.
How was your trip? Was it hard to find your way here?
No, not at all. I am familiar with this part of town since before.
That is great to hear. Would you like a cup of coffee before we start?
No thank you, I am fine.
",A glass of water then?
000064,"What is your best experience from your previous jobs?
Talking to new clients.
",Where were your clients from?
000015,"Is there anything you want to ask about this job?
To whom will I report?
Your manager will be the CFO. Anything else?
How many people work in finance?
","There's five people in finance right now, but we might hire more people soon."
000040,"You have applied for the job as receptionist. What makes you a good fit?
I like to talk to people and I'm always nice and pragmatic.
",I see. Can you give an example of a situation where it was difficult to do so?
000029,"Is there anything you want to ask about this job?
To whome will I report?
",Your manager will be the CFO. Anything else?
000143,"You have applied for the job as IT-support of our office. What makes you a good fit?
I like to clean and fix computers and I am very careful and efficent.
I see. Can you give an example of a situation where it was difficult to do so?
Once I was denied access to a computer and had to ask the person to finish his job to make it possible for me to fix the problem.
",Is there anything you want to ask about this job?
000052,"What is your best experience from your previous jobs?
I think that was when I worked as a teacher and I got to see the kids in my class understand a new subject. That was the best experince that I have ever had.
",What kind of teaching did you do?
000171,"freja:I see you have long experience of working in hospitals. How do you describe your personality?
user:I am kind and caring. I am considerate towards patients and detail oriented.
this job can be quite heavy, are you physically prepared for this?
Yes I am strong but I presume I will work together with a colleague.
Are you prepared to work full time or part time?
I can adjust to your needs
",how old are you?
000087,"What’s your best experience from your previous jobs?
I worked with a nice manager in my second job. It was great.
",What made your manager nice to work with?
000062,"What is your best experience from your previous jobs?
I really liked my work tasks, they gave me meaning. 
",Which work task did you enjoy the most?
000100,"So, can you tell me a bit about yourself?
Sure. I am 27 years old and I have worked mostly within construction before. I got laid off due to economical reasons, where the company went bankrupt.
Oh, that must have been quite dramatic. Were there any specific reason they went bankrupt?
I am not sure, I think it was a mix of bad luck and a recess in economy.
","I see, and now you are thinking of moving to another industry?"
000068,"You have applied for the job as lead developer. What do you think seems fun about this job?
I love to program and I love even more to tell other people what to do. 
",Do you think that you are a good leader?
000170,"freja:I see you have long experience of working in hospitals. How do you describe your personality?
user:I am kind and caring. I am considerate towards patients and detail oriented.
this job can be quite heavy, are you physically prepared for this?
Yes I am strong but I presume I will work together with a colleague.
",Are you prepared to work full time or part time?
000160,"freja:will you be our next employee?
that is what I hope
",freja:what qualifications do you have ?
000153,"freja:we would like to know what you think about working in a rehabilitation company
user:I am a positive person and believe in people's own possibilites and respect for integrity
freja:tell me about your education?
user:I have an education in sociologi
what do you know about us?
I know you as a company with a positive attitude to employees
",when can you start?
000119,"You have applied for the job as IT-support of our office. What makes you a good fit?
I like to clean and fix computers and I am very careful and efficent.
",I see. Can you give an example of a situation where it was difficult to do so?
000018,"Is there anything you want to ask about this job?
Will I be the only one in IT-support in the office?
",I like my colleagues. Anything else?
000082,"What did your last employer like most about you?
They liked that I was very organized in my work, positive, and reliable.
",Do you take pride in being organized in your work?
000057,"What makes you fit well as a baby sitter?
I enjoy to play, epescially to lay puzzles. 
",Do you have any younger siblings that you have taken care of before?
000130,"You have applied for the job as manager for the marketing division. What makes you a good fit?
I have a long experince in marketing in the distribution area
",I see. Can you give an example of a situation where it was difficult to do so?
000116,"Is there anything you want to ask about this job?
To whom will I report?
",Your manager will be the CFO. Anything else?
000102,"You have applied for the job as receptionist. What makes you a good fit?
I like to talk to people and I'm always nice and pragmatic.
",I see. Can you give an example of a situation where it was difficult to do so?
000120,"Is there anything you want to ask about this job?
Will I be the only one in IT-support in the office?
",I like my colleagues. Anything else?
000050,"What is your best experience from your previous jobs?
I have always liked to get to know my collegues. It is so much fun to talk to new people. 
",Are there any old collegues that you are still friends with?
000002,"Is there anything you want to ask about this job?
How do you like your collegues?
I like my colleagues. Anything else?
What is the salary?
",25000 
000083,"Where do you see yourself in 5 years
I am aiming at becoming a manager of this branch
",Do you have any work experience of being a manager?
000131,"You have applied for the job as manager for the marketing division. What makes you a good fit?
I have a long experince in marketing in the distribution area
I see. Can you give an example of a situation where it was difficult to do so?
When the market for newpapers went down I did not know what way to direct my people
",What is the most important for you in a management position?
000022,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
It when I hired the wrong person for the reception.
What is the most important for you in a management position?
Will I have proper instruktions?
",Yes you will have a proper jobdeskription. Anything else?
000101,"What makes you want to change career paths at this time?
Well, sometimes you come to a certain point in life where you feel that you are ready for new challenges, and a new day to day life.
","I see, and what interests you the most about this job?"
000118,"You have applied for the job as finance assistant. What makes you a good fit?
I am good at reading figures and am detail oriented. And I always deliver on time.
",Can you explain more about how you are detail oriented?
000095,"Welcome to this interview!
Thank you very much.
How was your trip? Was it hard to find your way here?
I had some troubles yes, but I managed to find my way just in time.
","Yes I can imagine, it is a rather unknown neighbourhood. Anyhow, would you like a cup of coffee before we start?"
000141,"You have applied for the job as finance assistent. What makes you a good fit?
I am good at reading figures and is detailoriented. I always deliver on time.
",I see. Can you give an example of a situation where it was difficult to do so?
000150,"What is most important for you in a this position?
To have a guiding manager
You will work close to your manager. Anything else?
what will be my conditions if you employ me
",We follow the conditions by the union
000089,"Welcome to this interview!
Thank you very much.
",How was your trip? Was it hard to find your way here?
000056,"What makes you fit well as a nurse?
I am kind, and I like the field of medicine.
",Have you any experince outisde of medicine that you think would be valuable when working as a nurse?
000037,"You have applied for the job as carpenter. What makes you a good fit?
I am good at working with many different tools.
","Okay, and for how long have you been working as a carpenter?"
000167,"I see you have applied for a job as car mechanic
Yes I always loved to cars.
Have you any experience since before?
My father is a mechanical working in his own garage, and I have often helped him
",are you updated with the latest technology for cars?
000072,"What makes you fit well as a manager?
I believe that I have a good overview of things and I think that I can get the best out of employees.
",Do you have any management skills?
000142,"You have applied for the job as IT-support of our office. What makes you a good fit?
I like to clean and fix computers and I am very careful and efficent.
",I see. Can you give an example of a situation where it was difficult to do so?
000019,"Is there anything you want to ask about this job?
Will I be the only one in IT-support in the office?
I like my colleagues. Anything else?
During my vacation who will do the support?
",we hire a student. 
000003,"You have applied for the job as waiter. What makes you a good fit?
I am observant and have a good memory
",I see. Can you give an example of a situation where it was difficult to do so?
000027,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
It when I hired the wrong person for the reception.
What is the most important for you in a managementposition?
That responsabilites and authories correspond?
Yes you will have a proper jobdeskription. Anything else?
what will be my conditions if you employ me
",we follow the unions conditions
000020,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
",I see. Can you give an example of a situation where it was difficult to do so?
000048,"If you are going to work as a medical doctor, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I volunteered as an assistant for doctors without borders when I started medical school. 
",Where did you volunteer?
000165,"you want to work as laboratory assistant. Is that correct?
Yes it has always been my dream to analyse specimen
do you have education for this job and experience?
I just got my diploma after examination but have no practical experience
what do you know about our company?
I have studied your webpage and it seems like a good working place.
","we belong to a union, are you member of a union?"
000032,"You have applied for the job as IT-support of our office. What makes you a good fit?
I like to clean and fix computers and I am very careful and efficent.
",I see. Can you give an example of a situation where it was difficult to do so?
000079,"What made you apply to this particular job?
I always liked to work with sales as I consider myself good at dealing with people.
",Great. Tell me more about your experience of working with sales and people relations.
000073,"Is there anything you want to ask about this job?
When can I start?
",We are going through candidates but we hope that that the person we choose can start at the beginning of next month. 
000070,"You have applied for the job as kindergarden teacher. What do you think seems fun about this job?
I enjoy working with kids and I love to teach. 
",Do you have any children yourself?
000140,"You have applied for the job as controller. What makes you a good fit?
I like figures and is well organised. I always deliver on time.
I see. Can you give an example of a situation where it was difficult to do so?
Once I did not recieve material in time from one of the employees and managed to explain in a nice way how important it was for the company to deliver reports on deadline.
Is there anything you want to ask about this job?
To whome will I report?
Your manager will the CFO. Anything else?
How many people work in finance?
",5 
000174,"what make you think you will be a good fireman?
I have a good physique and I have no problems working night shifts.
Do you have a family?
Yes a wife and two children
have you any experience before?
user:yes, but not from this area
",will you accept a trial period of 6 months?
000069,"If you are going to work as a police officer, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked in an office when I was 20. We did projects together all the time. 
",What kind of projects did you do?
000114,"Is there anything you want to ask about this job?
Will I be the only cleaner in the office?
No, there's another person you will work with.
During my vacation who will do the cleaning?
",We will hire a temp.
000081,"How do you cope with working under stress?
I am fine with that. I am used to working under stress.
",Great. Could you give me an example of a job you have had where you had to handle stress?
000103,"Is there anything you want to ask about this job?
How do you like your collegues?
",I like my colleagues. Anything else?
000094,"Welcome to this interview!
Thank you very much.
",How was your trip? Was it hard to find your way here?
000008,"What is the most important for you in a management position?
That responsabilites and authorities correspond.
",Yes you will have a proper job description. Anything else?
000180,"you are looking for a job as contrution worker. Why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
a person who is strict and fair
in what area of construction have you worked before?
house building as a bricklayer
",are you used to work overtime?
000172,"what make you think you will be a good fireman?
I have a good physique and I have no problems working night shifts.
",Do you have a family?
000005,"You have applied for the job as waiter. What makes you a good fit?
I am observant and have a good memory
I see. Can you give an example of a situation where it was difficult to do so?
Once I had a customer that changed his order, and forgot that the order was changed. He was very upset that he did not remember that. I managed to remember him about the change.
Is there anything you want to ask about this job?
Is there a need for working overtime? I have small children and can have difficulties with that.
",Only occasionally. Anything else?
000161,"freja:will you be our next employee?
that is what I hope
freja:what qualifications do you have ?
I just finished school, but I am fluent in different languages like french and german
",how familiar are you with administrative IT-programs?
000012,"Is there anything you want to ask about this job?
Will I be the only cleaner in the office?
No, there's another person you will work with.
During my vacation who will do the cleaning?
",We will hire a temp.
000011,"Is there anything you want to ask about this job?
Will I be the only cleaner in the office?
","No, there's another person you will work with."
000158,"what makes you interested in working in a nursery school?
I like children an I am very patient
do you have any experience from working with children
no but I always had to take care of my brothers and sisters
",do you  have any references that can prove your personality?
000123,"You have applied for the job as manager for our customer support. What makes you a good fit?
I am good at organizing and communication with people and administration.
I see. Can you give an example of a situation where it was difficult to do so?
It happend that som goods where placed on the wrong shelf and difficult to find.
",What is the most important for you in a mamagement position?
000028,"You have applied for the job as controller. What makes you a good fit?
I like figures and is well organised. I always deliver on time.
",I see. Can you give an example of a situation where it was difficult to do so?
000168,"I see you have applied for a job as car mechanic
Yes I always loved to cars.
Have you any experience since before?
My father is a mechanical working in his own garage, and I have often helped him
are you updated with the latest technology for cars?
quite well
",how would you describe yourself?
000014,"Is there anything you want to ask about this job?
To whom will I report?
",Your manager will be the CFO. Anything else?
000006,"You have applied for the job as waiter. What makes you a good fit?
I am observant and have a good memory
I see. Can you give an example of a situation where it was difficult to do so?
Once I had a customer that changed his order, and forgot that the order was changed. He was very upset that he did not remember that. I managed to remember him about the change.
Is there anything you want to ask about this job?
Is there a need for working overtime? I have small children and can have difficulties with that.
Only occasionally. Anything else?
What is the salary?
",20000 plus tips.
000159,"what makes you interested in working in a nursery school?
I like children an I am very patient
do you have any experience from working with children
no but I always had to take care of my brothers and sisters
do you  have any references that can prove your personality?
yes my teachers from high school 
",when can you start?
000045,"You have applied for the job as teacher. What do you think seems fun about this job?
I really love teaching kids. I gives me joy each morning when I go to work. 
",What are the school subjects that you have taught the most?
000149,"What is most important for you in a this position?
To have a guiding manager
",You will work close to your manager. Anything else?
000107,"You have applied for the job as waiter. What makes you a good fit?
I am observant and have a good memory
I see. Can you give an example of a situation where it was difficult to do so?
Once I had a customer that changed his order, and forgot that the order was changed. He was very upset that he did not remember that. I managed to remember him about the change.
Is there anything you want to ask about this job?
Is there a need for working overtime? I have small children and can have difficulties with that.
",Only occasionally. Anything else?
000091,"Welcome to this interview!
Thank you very much.
",How was your trip? Was it hard to find your way here?
000132,"You have applied for the job as manager for the marketing division. What makes you a good fit?
I have a long experince in marketing in the distribution area
I see. Can you give an example of a situation where it was difficult to do so?
When the market for newpapers went down I did not know what way to direct my people
What is the most important for you in a management position?
That responsabilites and authories correspond?
",Yes you will have a proper job description. Anything else?
000059,"Is there anything you want to ask about this job?
Can I drive my taxi car with me in the evening?
",We do not allow our employees to bring home their cars in the evening. Is there anything else you would like to know?
000085,"You have applied for a position in customer support. What kind of skills do you have that make you a good fit?
I am very friendly with people and like to make customers satisfied. 
",How do you make customers satisfied?
000077,"Tell me a bit about yourself.
I am 45 years old, married with two kids. I am currently unemployed but I am very motivated to work.
",How long have you been unemployed.
000099,"So, can you tell me a bit about yourself?
Sure. I am 27 years old and I have worked mostly within construction before. I got laid off due to economical reasons, where the company went bankrupt.
","Oh, that must have been quite dramatic. Were there any specific reason they went bankrupt?"
000133,"You have applied for the job as manager for the marketing division. What makes you a good fit?
I have a long experince in marketing in the distribution area
I see. Can you give an example of a situation where it was difficult to do so?
When the market for newpapers went down I did not know what way to direct my people
What is the most important for you in a management position?
That responsabilites and authories correspond?
Yes you will have a proper job description. Anything else?
how long have the present persons in the marketing worked?
",7 years
000111,"What is the most important for you in a management position?
That responsabilites and authorities correspond.
Yes you will have a proper job description. Anything else?
Is overtime financially compensated or do you offer an extra week of vacation?
",You will have an extra week of vacation 
000179,"you are looking for a job as contrution worker. Why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
a person who is strict and fair
",in what area of construction have you worked before?
000055,"What makes you fit well as a chasier?
I am friendly, I like to help people and I am quick at making simple calculations. 
",Is there anything related to being a chasier that you are not so good at?
000136,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and skills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
When I hired the wrong person for the reception.
Why was it the wrong person?
The person did not take responsibility over their job.
",What did you do about the situation?
000038,"What is most important for you in a this position?
To have a guiding manager
",You will work close to your manager. Anything else?
000046,"You have applied for the job as secretary. What do you think seems fun about this job?
I really like to work with other people, and by working as a secretary I will come in contact with a lot of different people.
",What would your perfect work day look like?
000063,"What makes you fit well as a cook?
I love food, and I like to prepare food. 
",What is your favourite meal to prepare?
000126,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
",I see. Can you give an example of a situation where it was difficult to do so?
000175,"You have applied to a position as police man? What makes you think you could work as a police man
I have the education and has worked 4 years in another town.
",are you aware of the working hours in this position?
000117,"Is there anything you want to ask about this job?
To whom will I report?
Your manager will be the CFO. Anything else?
How many people work in finance?
","There's five people in finance right now, but we might hire more people soon."
000096,"Welcome to this interview!
Thank you very much.
",How was your trip? Was it hard to find your way here?
000009,"What is the most important for you in a management position?
That responsabilites and authorities correspond.
Yes you will have a proper job description. Anything else?
Is overtime financially compensated or do you offer an extra week of vacation?
",You will have an extra week of vacation 
000023,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
It when I hired the wrong person for the reception.
What is the most important for you in a management position?
Will I have proper instruktions?
Yes you will have a proper jobdeskription. Anything else?
how long have the present persons in the administration worked?
",10 years
000042,"Is there anything you want to ask about this job?
How do you like your collegues?
I like my colleagues. Anything else?
What is the salary?
",25000 
000135,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and skills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
When I hired the wrong person for the reception.
",Why was it the wrong person?
000030,"Is there anything you want to ask about this job?
To whome will I report?
Your manager will be the CFO. Anything else?
How many people work in finance?
",5 
000157,"what makes you interested in working in a nursery school?
I like children an I am very patient
",do you have any experience from working with children
000092,"Welcome to this interview!
Thank you very much.
How was your trip? Was it hard to find your way here?
No, not at all. I am familiar with this part of town since before.
",That is great to hear. Would you like a cup of coffee before we start?
000169,"freja:I see you have long experience of working in hospitals. How do you describe your personality?
user:I am kind and caring. I am considerate towards patients and detail oriented.
","this job can be quite heavy, are you physically prepared for this?"
000061,"Is there anything you want to ask about this job?
No I do not think so. 
","Great, we will let you know as soon as we have interviewed the other candidates as well"
000034,"Is there anything you want to ask about this job?
Will I be the only one in IT-support in the office?
No we've got a team of four people working already.
That's nice
",You have applied for the job as manager for our customer support. What makes you a good fit?
000044,"You have applied for the job as janitor. What do you think seems fun about this job?
I like when things are clean, and I enjoy doing physical work. 
",Have you worked as a janitor before?
000026,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
It when I hired the wrong person for the reception.
What is the most important for you in a managementposition?
That responsabilites and authories correspond?
",Yes you will have a proper jobdeskription. Anything else?
000112,"You have applied for the job as cleaner of our office. What about you as a person makes you a good cleaner?
I like to clean and tidy up and I am very careful and efficent.
",I see. Can you give an example of a situation where it was difficult to do so?
000137,"You have applied for the job as controller. What makes you a good fit?
I like figures and is well organised. I always deliver on time.
",I see. Can you give an example of a situation where it was difficult to do so?
000177,"You have applied to a position as police man? What makes you think you could work as a police man
I have the education and has worked 4 years in another town.
are you aware of the working hours in this position?
Yes.
describe your strongest personality trait
I am calm and have a strong mind
",and you weak sides?
000173,"what make you think you will be a good fireman?
I have a good physique and I have no problems working night shifts.
Do you have a family?
Yes a wife and two children
",have you any experience before?
000145,"You have applied for the job as IT-support of our office. What makes you a good fit?
I like to clean and fix computers and I am very careful and efficent.
I see. Can you give an example of a situation where it was difficult to do so?
Once I was denied access to a computer and had to ask the person to finish his job to make it possible for me to fix the problem.
Is there anything you want to ask about this job?
Will I be the only one in IT-support in the office?
No we've got a team of four people working already.
That's nice
",You have applied for the job as manager for our customer support. What makes you a good fit?
000051,"What is your best experience from your previous jobs?
I like helping people, so when I worked as a nurse in the hospital I really felt that I made a difference in the world. 
",What type of work did you do in the hospital?
000134,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and skills for administration.
",I see. Can you give an example of a situation where it was difficult to do so?
000139,"You have applied for the job as controller. What makes you a good fit?
I like figures and is well organised. I always deliver on time.
I see. Can you give an example of a situation where it was difficult to do so?
Once I did not recieve material in time from one of the employees and managed to explain in a nice way how important it was for the company to deliver reports on deadline.
Is there anything you want to ask about this job?
To whome will I report?
",Your manager will the CFO. Anything else?
000127,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
It when I hired the wrong person for the reception.
",What is the most important for you in a managementposition?
000025,"You have applied for the job as manager for the administration. What makes you a good fit?
I have motivation for and sqills for administration.
I see. Can you give an example of a situation where it was difficult to do so?
It when I hired the wrong person for the reception.
",What is the most important for you in a managementposition?
000047,"If you are going to work as a janitor, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was high school I would often do projects with the other students in my school. 
",What types of problems would you usually do?
000007,"You have applied for the job as manager for our warehouse. What makes you suitable for this position?
I am good at organizing both people and administration.
",I understand. Can you give an example of a situation where it was difficult to do so?
000163,"you want to work as laboratory assistant. Is that correct?
Yes it has always been my dream to analyse specimen
",do you have education for this job and experience?
