,Name,src,target
68,69,"
You have applied for the job as it-support of our office. what makes you a good fit?
I like to clean and fix computers and i am very careful and efficent.
I see. can you give an example of a situation where it was difficult to do so?
Once i was denied access to a computer and had to ask the person to finish his job to make it possible for me to fix the problem.
Is there anything you want to ask about this job?
Will i be the only one in it-support in the office?
No we've got a team of four people working already and you would be our fifth.
That's nice
You have applied for the job as manager for our customer support. what makes you a good fit?
I am good at organizing, communicating with people and administration.",Describe a situation where it was difficult to do so.
69,70,"
You have applied for the job as manager. what makes you a good fit?
I am very motivated and have skills to lead people.",I see. can you give an example of a situation where it was difficult to do so?
70,71,"
You have applied for the job as carpenter. what makes you a good fit?
I am good at working with many different tools.","Okay, and for how long have you been working as a carpenter?"
71,72,"
What is most important for you in a this position?
To have a guiding manager
You will work close to your manager. anything else?
What will be my conditions if you employ me",We follow the conditions by the union
72,73,"
We would like to know what you think about working in a rehabilitation company
I am a positive person and believe in people's own possibilites and respect for integrity
Tell me about your education?
I have an education in sociologi
What do you know about us?
I know you as a company with a positive attitude to employees",When can you start?
73,74,"
Why are you applying for this job?
I am unemployed.
What have you been doing before?
I have been working as secretary
Do you have an education for administration?
No, but i learn quickly",What are your strongest characteristics?
74,75,"
What makes you interested in working in a nursery school?
I like children an i am very patient
Do you have any experience from working with children
No but i always had to take care of my brothers and sisters",Do you  have any references that can prove your personality?
75,76,"
You want to work as laboratory assistant. is that correct?
Yes it has always been my dream to analyse specimen
Do you have education for this job and experience?
I just got my diploma after examination but have no practical experience","We belong to a union, are you member of a union?"
76,77,"
I see you have applied for a job as car mechanic
Yes i always loved to cars.
Have you any experience since before?
My father is a mechanical working in his own garage, and i have often helped him
Are you updated with the latest technology for cars?
Quite well",How would you describe yourself?
77,78,"
I see you have long experience of working in hospitals. how do you describe your personality?
I am kind and caring. i am considerate towards patients and detail oriented.
This job can be quite heavy, are you physically prepared for this?
Yes i am strong but i presume i will work together with a colleague.",Are you prepared to work full time or part time?
78,79,"
What make you think you will be a good fireman?
I have a good physique and i have no problems working night shifts.
Do you have a family?
Yes a wife and two children
Have you any experience before?
Yes, but not from this area",Will you accept a trial period of 6 months?
79,80,"
You have applied to a position as police man? what makes you think you could work as a police man
I have the education and has worked 4 years in another town.
Are you aware of the working hours in this position?
Yes.
Describe your strongest personality trait
I am calm and have a strong mind",And you weak sides?
80,81,"
You are looking for a job as contrution worker. why are you applying this job?
I have heard you have a code of conduct that would fit me
How would you descibe a perfect manager?
A person who is strict and fair
In what area of construction have you worked before?
Both house building as a brick layer",How long did you do brick laying for? and are you used to working overtime?
81,82,"
You have applied for the job as receptionist. what makes you a good fit?
I like to talk to people and i'm always nice and pragmatic.",I see. can you give an example of a situation where it was difficult to do so?
82,84,"
What makes you a good fit as a car mechanic?
I am very good at fixing cars.",What kind of cars have you worked with?
83,85,"
You have applied for the job as janitor. what do you think seems fun about this job?
I like when things are clean, and i enjoy doing physical work. ",Have you worked as a janitor before?
84,86,"
You have applied for the job as teacher. what do you think seems fun about this job?
I really love teaching kids. i gives me joy each morning when i go to work. ",What are the school subjects that you have taught the most?
85,87,"
You have applied for the job as secretary. what do you think seems fun about this job?
I really like to work with other people, and by working as a secretary i will come in contact with a lot of different people.",What would your perfect work day look like?
86,88,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When i was high school i would often do projects with the other students in my school. ",What types of problems would you usually do?
87,89,"
If you are going to work as a medical doctor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
I volunteered as an assistant for doctors without borders when i started medical school. ",Where did you volunteer?
88,90,"
If you are going to work as an engineer, it is good if you have experience from working with others. can you tell me a little if you have such experience?
I have been working in several open source coding projects, where multiple programmers have to work together to get the code to run efficient. ","I see, so what type of open source projects have you worked on?"
89,91,"
What is your best experience from your previous jobs?
I have always liked to get to know my collegues. it is so much fun to talk to new people. ",Are there any old collegues that you are still friends with?
90,92,"
What is your best experience from your previous jobs?
I like helping people, so when i worked as a nurse in the hospital i really felt that i made a difference in the world. ",What type of work did you do in the hospital?
91,93,"
What is your best experience from your previous jobs?
I think that was when i worked as a teacher and i got to see the kids in my class understand a new subject. that was the best experince that i have ever had.",What kind of teaching did you do?
92,94,"
What is your best experience from your previous jobs?
I don't know, it is hard to tell. there is not necessarily only one thing that i have enjoyed more than anything else. ","But if you had to choose one thing, what would it be?"
93,95,"
What makes you fit well as a taxi driver?
I love to drive, and i like to talk to people. i am also very good at remebering street names. ",Are you a good driver?
94,96,"
What makes you fit well as a chasier?
I am friendly, i like to help people and i am quick at making simple calculations. ",Is there anything related to being a chasier that you are not so good at?
95,97,"
What makes you fit well as a nurse?
I am kind, and i like the field of medicine.",Have you any experince outisde of medicine that you think would be valuable when working as a nurse?
96,98,"
What makes you fit well as a baby sitter?
I enjoy to play, epescially to lay puzzles. ",Do you have any younger siblings that you have taken care of before?
97,99,"
Is there anything you want to ask about this job?
I wonder what the pay is?","We pay 25.000 sek each month. if you work overtime, you will get compensated for that as well. "
98,101,"
Is there anything you want to ask about this job?
No i do not think so. ","Great, we will let you know as soon as we have interviewed the other candidates as well"
99,102,"
What is your best experience from your previous jobs?
I really liked my work tasks, they gave me meaning. ",Which work task did you enjoy the most?
100,103,"
What makes you fit well as a cook?
I love food, and i like to prepare food. ",What is your favourite meal to prepare?
101,104,"
What is your best experience from your previous jobs?
Talking to new clients.",Where were your clients from?
102,105,"
What makes you fit well as a construction worker?
I like details, and i am quite strong. ",Do you have any other characteristics that would be suitable for the job?
103,106,"
You have applied for the job as construction worker. what do you think seems fun about this job?
In general, i like to build things. being a part of that process really makes me want to perform. ",Have you have any other experince in construction?
104,107,"
If you are going to work as a mail man, it is good if you have experience from working with others. can you tell me a little if you have such experience?
I often organise parties in my neighbourhood. we are often 3 to 4 people who plan everything from the food to the music. ",What is your role in those planning sessions?
105,108,"
You have applied for the job as lead developer. what do you think seems fun about this job?
I love to program and i love even more to tell other people what to do. ",Do you think that you are a good leader?
106,109,"
If you are going to work as a police officer, it is good if you have experience from working with others. can you tell me a little if you have such experience?
I worked in an office when i was 20. we did projects together all the time. ",What kind of projects did you do?
107,110,"
You have applied for the job as kindergarden teacher. what do you think seems fun about this job?
I enjoy working with kids and i love to teach. ",Do you have any children yourself?
108,111,"
If you are going to work as a firefighter, it is good if you have experience from working with others. can you tell me a little if you have such experience?
I have worked as a firefighter before and we used to work in a team. ",How many were you in your team?
109,112,"
What makes you fit well as a manager?
I believe that i have a good overview of things and i think that i can get the best out of employees.",Do you have any management skills?
110,113,"
Is there anything you want to ask about this job?
When can i start?",We are going through candidates but we hope that that the person we choose can start at the beginning of next month. 
111,114,"
What is your experience with working with sales?
I have worked in a fashion store selling clothes. i was responsible for opening and closing the store as well as the cashier. when i was younger, i also worked with telemarketing.
For how long did you work with telemarketing?
3 months",What did you learn by working with telemarketing?
112,115,"
There is a hole in your resume around the year 2014. what happened then?
I was on maternity leave and after that i did not find a job immediately.",I see. 
113,116,"
Tell me a bit about yourself.
I am 45 years old, married with two kids. i am currently unemployed but i am very motivated to work.
How long have you been unemployed.
Two years",I see. what was the last job you had.
114,117,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for 5 years at an office supply company with internal and external sales.",What were your responsibilites at this company?
115,118,"
How do you cope with working under stress?
I am fine with that. i am used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
116,119,"
What did your last employer like most about you?
They liked that i was very organized in my work, positive, and reliable.",Do you take pride in being organized in your work?
117,120,"
Where do you see yourself in 5 years
I am aiming at becoming a manager of this branch
Do you have any work experience of being a manager?
No, not yet.",Do you have any study background in terms of leadership and organization?
118,121,"
You have applied for a position in customer support. what kind of skills do you have that make you a good fit?
I am very friendly with people and like to make customers satisfied. ",How do you make customers satisfied?
119,122,"
You have applied for a teaching position. what kind of skills do you have that make you a good teacher?
I am good at explaining things and making learning fun!","That sounds interesting, can you talk a little more about how you make learning fun?"
120,123,"
What’s your best experience from your previous jobs?
I worked with a nice manager in my second job. it was great.",What made your manager nice to work with?
121,124,"
What’s your best experience from your previous jobs?
I worked with a nice manager in my second job. it was great.",What made your manager nice to work with?
122,125,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No, not at all. i am familiar with this part of town since before.",That is great to hear. would you like a cup of coffee before we start?
123,126,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No, not at all. i am familiar with this part of town since before.
That is great to hear. would you like a cup of coffee before we start?
No thank you, i am fine.",A glass of water then?
124,127,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
I had some troubles yes, but i managed to find my way just in time.","Yes i can imagine, it is a rather unknown neighbourhood. anyhow, would you like a cup of coffee before we start?"
125,128,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
I had some troubles yes, but i managed to find my way just in time.
Yes i can imagine, it is a rather unknown neighbourhood. anyhow, would you like a cup of coffee before we start?
No thank you, but i would like a cup of tea. i am actually not a big fan of coffee.","Of course, i will get you a cup of tea."
126,129,"
So, can you tell me a bit about yourself?
Sure. i am 27 years old and i have worked mostly within construction before. i got laid off due to economical reasons, where the company went bankrupt.
Oh, that must have been quite dramatic. were there any specific reason they went bankrupt?
I am not sure, i think it was a mix of bad luck and a recess in economy.","I see, and now you are thinking of moving to another industry?"
127,130,"
What makes you want to change career paths at this time?
Well, sometimes you come to a certain point in life where you feel that you are ready for new challenges, and a new day to day life.","I see, and what interests you the most about this job?"
128,0," You have applied for the job as baker. What do you think is interesting about this work?
I think it is interesting to learn new baking skills.
"," What baking skills do you already have?
"
129,1," What makes you a good fit?
I studied food safety and sanitation standards.
"," What course did you study?
"
130,2," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have a junior baker with me back in my home country and we worked together for three years.
"," That sounds good, but why did you leave your job in your home country?
"
131,3," Is there anything you want to ask about this job?
Is there any opportunity for growth with your company within three years?
"," Yes, you can be a senior baker where you can participate in product development of limited edition artisan pastries sooner or later, depending on your performance.
"
132,4," What is your best experience from your previous jobs?
I got promoted as the senior baker at the pastry shop and had the chance to learn some leadership skills.
"," What is your main obligation as a senior baker?
"
133,5," You have applied for the job as baker. What do you think is interesting about this work?
First of all, I like you company. And second, I would like to learn baking new things. 
"," What attracted you to our company. 
"
134,6," What makes you a good fit?
I like to bake things, and to get up early in the morning. 
"," What is you favourite thing to bake?
"
135,7," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have been on the board for my local football club for several years. 
"," That sounds good, but have you had any experience working with others in your profession?
"
136,8," Is there anything you want to ask about this job?
Do I have to buy and bring my own equipment to the bakery?
"," No, everything you need will be available at the bakery. 
"
137,9," What is your best experience from your previous jobs?
When I worked at a local cafe, I had great colleagues. 
"," What did you do at the cafe?
"
138,10," You have applied for the job as a healthcare worker. What do you think is interesting about this work?
I like caring for people. I had done volunteer works before in remote locations that lacked healthcare providers.
"," What is your job position while doing volunteer works?
"
139,11," What makes you a good fit?
I have a lot of patience working with people.
"," What kind of people have you cared for before?
"
140,12," If you are going to work in the healthcare industry, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I worked as a staff nurse, I worked with other nurses like me. We help each other with our responsibilities.
"," What help did they get from you as their fellow nurse?
"
141,13," Is there anything you want to ask about this job?
What shifts are currently available right now?
"," We have morning shifts and night shifts available.
"
142,14," What is your best experience from your previous jobs?
In my past job, I cared for the elderly. I became friends with them. 
"," That sounds good. What do you think they befriended you?
"
143,15," You have applied for the job as a healthcare worker. What do you think is interesting about this work?
I really like to help people, it makes me happy. 
"," Is there anything else you like about this job?
"
144,16," What makes you a good fit?
I have both an education and relevant experience working in the health care industry.  
"," What is the relevant experience or education for working in the healthcare industry that you have?
"
145,17," If you are going to work in the healthcare industry, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I worked as a medical receptionist, I had a team of colleagues and we had a great collaboration.
"," What did you collaborate about with your colleagues?
"
146,18," Is there anything you want to ask about this job?
How long are the work days?
"," You start at eight in the morning and finish at half past four in the afternoon. Would you like to ask anything else?
"
147,19," What is your best experience from your previous jobs?
I really liked when I did volunteer work. 
"," That sounds interesting. Where did you do you volunteer work?
"
148,20," You have applied for the job as car mechanic. What do you think is interesting about this work?
It's interesting to work for a company that does repair big vehicles like you.
"," Do you have experience repairing trucks?
"
149,21," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. For one vehicle , we are usually working with a team of two to three people.
"," How many days does it usually take for one vehicle repair to finish?
"
150,22," Is there anything you want to ask about this job?
What is the working schedule?
"," The schedule will be five days a week, eight hours a day starting at seven o'clock in the morning.
"
151,23," What is your best experience from your previous jobs?
My best experience is when I got my hands on my first electric car repair.
"," That's nice. How's your experience with electric cars?
"
152,24," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars and I would like to get better as a mechanic. 
"," What is your favourite car to work on?
"
153,25," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have always worked with my father on various cars. We like to discuss all things related to cars.
"," Is you father a car mechanic as well?
"
154,26," Is there anything you want to ask about this job?
What kind of cars would I be working with?
"," Out customers have all types of cars, so it is hard to say exactly. 
"
155,27," What is your best experience from your previous jobs?
When I build my first engine. 
"," That is impressive. Did it work?
"
156,28," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like to assist customers and save their time finding what they want.
"," Do you like chatting with customers?
"
157,29," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked at a retail store before and every Monday our manager arranges a meeting with us to make sure we are working as a team.
"," What does your manager require you to do?
"
158,30," Is there anything you want to ask about this job?
What perks do you offer for your workers?
"," Some of our perks include a twenty percent discount on our items and monthly gift cards when you hit a required sale mark. 
"
159,31," What is your best experience from your previous jobs?
My best experience is when one of our regular customers appreciated my work ethic and gave me a holiday gift.
"," What is your work ethic?
"
160,32," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like to make things look nice in the store. All clothes should be neatly folded. 
"," Do you like to shop yourself? 
"
161,33," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I used to work at a restaurant. There I was working with a lot of other people.
"," What did you do at the restaurant?
"
162,34," Is there anything you want to ask about this job?
Do I get any discounts in the store?
"," All employees get 20 percent of on all articles. 
"
163,35," What is your best experience from your previous jobs?
When I worked at a restaurant. I loved cooking and coming up with new recipes.  
"," Did you come up with any recipes from scratch?
"
164,36," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
The salary is good and I have heard from some friends that this is a great place work.
"," Do you have many friends that are working here. 
"
165,37," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have worked in a similar warehouse before, with around ten colleagues. 
"," Why did you quit that job?
"
166,38," Is there anything you want to ask about this job?
What products do you have in ou warehouse?
"," We package coffee and coco beans. 
"
167,39," What is your best experience from your previous jobs?
When I worked as a mailman. I got a lot of exercise during my work day. 
"," How did you work as a mailman?
"
168,40," You have applied for the job as a truck driver. What do you think is interesting about this job?
Driving is my passion and I like trucks. 
"," What is you favorite truck to drive? 
"
169,41," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have usually get a long well with other people. 
"," That is nice, but do you have any experience working with other people?
"
170,42," Is there anything you want to ask about this job?
No, I think that I understand what the job is about.
"," Ok, what is the job about then?
"
171,43," What is your best experience from your previous jobs?
I have not had any other job before. 
"," Ok, are you still in school then?
"
172,44," How do you handle stressful situations in your work?
I have a lot of experience with stressful situations and I can handle them well.
"," Ok, can you give any examples of a stressful situation and how you handled it?
"
173,45," Can you tell me about what type of relations you usually have with your colleagues?
I like working with them and I often have fun with them as well, but normally only during work time. I don't meet them much on my free time.
"," I see, having fun at work is very important. Do you have any examples of how you maintain good relations with your colleagues?
"
174,46," Tell me a bit about yourself.
Of course. Personally or about myself as a working person?
"," You can do both. First about you as a person and them about your work experience.
"
175,47," Can you tell me about what you know about this company and our products?
Of course. I know that you are a big restaurant franchise and that your food is very popular. Everyone I know have heard about you and loves your food.
"," Thank you. Is there any other specific reason that makes you apply for a job here?
"
176,48," You have applied for the job as a Taxi Driver. What makes you interested in working for our company?
I am interested in working for your company because I have heard many great things about it.
"," Great! What have you heard about our company?
"
177,49," Do you have a drivers licence?
Yes, I have a drivers licence.
"," How long have you had your drivers licence?
"
178,50," Have you got any past experience working as a taxi driver?
No, I have never worked as a taxi driver before.
"," What have you worked as previously?
"
179,51," Working as a taxi driver you need to be able to work during different time shifts. Is this okay for you?
Yes, this is fine. 
"," Have you ever worked the night shift before? One of our shifts is between 10 PM-06 AM.
"
180,52," Do you have any questions about this job?
Yes, how many customers does a taxi driver get per day?
"," It depends on the day and time of day. But between 15-20 customers per day. 
"
181,53," You have applied for one of our jobs as a cleaner. Have you previously worked in cleaning?
Hi, yes thats right. Yes I have previously worked as a cleaner. 
"," Great! How many years have you worked as a cleaner?
"
182,54," Our customers are spread across the city and our cleaners usually drive to the locations. Do you have a drivers licence?
Yes, I have a drivers licence.
"," How long have you had a drivers licence?
"
183,55," What have you worked with previously?
I have previously worked as a cleaner for 2 years and I have worked in a warehouse for 5 years.
"," Great, what do you enjoy about working as a cleaner?
"
184,56," Do you have any questions about the job?
Yes, what are the work hours?
"," The work hours are between 8 AM - 17 PM. You will have a lunch break between 11.30 AM - 12.15 PM. 
"
