Name,src,target
38," You have applied for the job as a healthcare worker. What do you think is interesting about this work?
I love contributing to our community by being part of the healthcare industry."," How long have you been in the healthcare industry?
"
39," You have applied for the job as a healthcare worker. What do you think is interesting about this work?
I want to contribute to our community by being part of the healthcare industry."," How long have you been in the healthcare industry?
"
40," You have applied for the job as a healthcare worker. What do you think is interesting about this work?
I enjoy contributing to our community by being a part of the healthcare industry."," How long have you been in the healthcare industry?
"
41," What makes you a good fit?
I think I go well together because I am a local and I know how to communicate effectively with patients using our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
42," What makes you a good fit?
I think I am a good candidate because I am a local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
43," What makes you a good fit?
I think I fit in well because I am local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
44," What makes you a good fit?
I think I am a good person because I am a local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
45," What makes you a good fit?
I think I'm doing well together because I'm a local and I know how to communicate effectively with patients using our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
46," What makes you a good fit?
I think I go well together because I am local and I know how to communicate effectively with patients using our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
47," What makes you a good fit?
I think I get along well together because I am a local and I know how to communicate effectively with patients using our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
48," What makes you a good fit?
I think I am a good candidate because I am a local and I know how to communicate effectively with patients using our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
49," What makes you a good fit?
I think I am a good candidate because I am local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
50," What makes you a good fit?
I think I fit in well because I'm there and I know how to communicate effectively with patients who use our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
51," What makes you a good fit?
I think I fit in well because I'm local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
52," What makes you a good fit?
I think I feel good because I am local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
53," What makes you a good fit?
I think I am a good person because I am a local and I know how to communicate effectively with patients using our language."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
54," What makes you a good fit?
I think I am a good person because I am local and I know how to communicate with patients using our language effectively."," If there will be foreign visitors in our clinic, do you also know how to speak the English language fluently?
"
55," If you are going to work in the healthcare industry, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked as an assistant to a maternity doctor for two years."," Awesome. What are your tasks look like daily as an assistant?
"
56," If you are going to work in the healthcare industry, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked as a maternity doctor's assistant for two years."," Awesome. What are your tasks look like daily as an assistant?
"
57," If you are going to work in the healthcare industry, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked as a maternity medical assistant for two years."," Awesome. What are your tasks look like daily as an assistant?
"
58," Is there anything you want to ask about this job?
How are the office hours?"," We serve people for eight hours 7 AM to 4 PM.
"
59," Is there anything you want to ask about this job?
What are the clinic's opening hours?"," We serve people for eight hours 7 AM to 4 PM.
"
60," Is there anything you want to ask about this job?
What are the clinic hours?"," We serve people for eight hours 7 AM to 4 PM.
"
61," Is there anything you want to ask about this job?
What are office hours like?"," We serve people for eight hours 7 AM to 4 PM.
"
62," Is there anything you want to ask about this job?
What are the office hours like?"," We serve people for eight hours 7 AM to 4 PM.
"
63," Is there anything you want to ask about this job?
What are the clinic's opening times?"," We serve people for eight hours 7 AM to 4 PM.
"
64," Is there anything you want to ask about this job?
What are the opening hours of the clinic?"," We serve people for eight hours 7 AM to 4 PM.
"
65," What is your best experience from your previous jobs?
Our patients feel comfortable with me because they say I am friendly and easy to speak to."," What type of patients have you dealt with before?
"
66," What is your best experience from your previous jobs?
Our patients feel comfortable with me because they say I was friendly and easy to talk to."," What type of patients have you dealt with before?
"
67," What is your best experience from your previous jobs?
Our patients are comfortable with me as they say I was friendly and easy to talk to."," What type of patients have you dealt with before?
"
68," What is your best experience from your previous jobs?
Our patients feel comfortable with me because they say I am friendly and easy to talk to."," What type of patients have you dealt with before?
"
69," What is your best experience from your previous jobs?
Our patients feel comfortable with me because they say that I am friendly and easy to talk to."," What type of patients have you dealt with before?
"
70," What is your best experience from your previous jobs?
Our patients are comfortable with me because they say I was friendly and easy to talk to."," What type of patients have you dealt with before?
"
71," What is your best experience from your previous jobs?
Our patients feel comfortable with me because they say I have been friendly and easy to talk to."," What type of patients have you dealt with before?
"
72," What is your best experience from your previous jobs?
Our patients are comfortable with me because they say I am kind and easy to speak to."," What type of patients have you dealt with before?
"
73," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars a lot, but I want to focus on working with electric cars."," Why do you like to work on electric cars?
"
74," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars a lot but I want to focus on electric cars."," Why do you like to work on electric cars?
"
75," You have applied for the job as car mechanic. What do you think is interesting about this work?
I really like cars, but I want to focus on working with electric cars."," Why do you like to work on electric cars?
"
76," You have applied for the job as car mechanic. What do you think is interesting about this work?
I like cars a lot, but I want to focus on electric cars."," Why do you like to work on electric cars?
"
77," You have applied for the job as car mechanic. What do you think is interesting about this work?
I really like cars, but I want to focus on electric cars."," Why do you like to work on electric cars?
"
78," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked directly with our car service manager on a daily basis."," Sounds cool. How do you cooperate with your manager?
"
79," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked daily with our automotive service manager."," Sounds cool. How do you cooperate with your manager?
"
80," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I worked with our Automotive Service Manager every day."," Sounds cool. How do you cooperate with your manager?
"
81," Is there anything you want to ask about this job?
Do you offer flexible working hours?"," Yes, we do.
"
82," Is there anything you want to ask about this job?
Do you offer flexible work hours?"," Yes, we do.
"
83," What is your best experience from your previous jobs?
When the company gave us a tour about electric cars."," Did you get a chance to repair an electric car?
"
84," What is your best experience from your previous jobs?
When the company gave us a tour of electric cars."," Did you get a chance to repair an electric car?
"
85," What is your best experience from your previous jobs?
When the company took us for a ride on electric cars."," Did you get a chance to repair an electric car?
"
86," What is your best experience from your previous jobs?
When the company gave us an electric car tour."," Did you get a chance to repair an electric car?
"
87," What is your best experience from your previous jobs?
When the company took us with the electric cars."," Did you get a chance to repair an electric car?
"
88," What is your best experience from your previous jobs?
When the company took us for a ride in the electric cars."," Did you get a chance to repair an electric car?
"
89," What is your best experience from your previous jobs?
When the company took us for a spin on electric cars."," Did you get a chance to repair an electric car?
"
90," You have applied for the job as a retail worker. What do you think is interesting about this job?
I look forward to serving customers."," What customers have you served before?
"
91," You have applied for the job as a retail worker. What do you think is interesting about this job?
I feel happy to serve customers."," What customers have you served before?
"
92," You have applied for the job as a retail worker. What do you think is interesting about this job?
I am happy to serve customers."," What customers have you served before?
"
93," You have applied for the job as a retail worker. What do you think is interesting about this job?
Hope I can serve customers."," What customers have you served before?
"
94," You have applied for the job as a retail worker. What do you think is interesting about this job?
I am looking forward to serving customers."," What customers have you served before?
"
95," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the warehouse to make sure they give our customers the right size they need."," How do you communicate with people in the stockroom?
"
96," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the store to make sure they are giving our customers the proper size they need."," How do you communicate with people in the stockroom?
"
97," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the warehouse people to make sure they give our customers the right size they need."," How do you communicate with people in the stockroom?
"
98," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the warehouse to make sure they give our customers the proper size they need."," How do you communicate with people in the stockroom?
"
99," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the warehouse to make sure they are giving our customers the size they need."," How do you communicate with people in the stockroom?
"
100," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the warehouse to make sure they give our customers the correct size they need."," How do you communicate with people in the stockroom?
"
101," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the store to make sure they give our customers the right size they need."," How do you communicate with people in the stockroom?
"
102," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the store to make sure they give our customers the proper size they need."," How do you communicate with people in the stockroom?
"
103," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the warehouses to make sure they give our customers the right size they need."," How do you communicate with people in the stockroom?
"
104," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the warehouse to make sure they are giving our customers the right size they need."," How do you communicate with people in the stockroom?
"
105," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the staff in the warehouse to make sure they give our customers the right size they need."," How do you communicate with people in the stockroom?
"
106," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I always coordinate with the people in the warehouse to make sure they are giving our customers the proper size they need."," How do you communicate with people in the stockroom?
"
107," Is there anything you want to ask about this job?
When does the job start?"," The job starts on June 15, 2021.
"
108," Is there anything you want to ask about this job?
When will labor start?"," The job starts on June 15, 2021.
"
109," Is there anything you want to ask about this job?
When will the work start?"," The job starts on June 15, 2021.
"
110," Is there anything you want to ask about this job?
When does labor start?"," The job starts on June 15, 2021.
"
111," Is there anything you want to ask about this job?
When does work start?"," The job starts on June 15, 2021.
"
112," Is there anything you want to ask about this job?
When does the work start?"," The job starts on June 15, 2021.
"
113," Is there anything you want to ask about this job?
When will labor begin?"," The job starts on June 15, 2021.
"
114," Is there anything you want to ask about this job?
When will the works begin?"," The job starts on June 15, 2021.
"
115," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and sweets. I find that this raises customers' moods and makes them more convenient to buy."," What do your customers usually buy?
"
116," What is your best experience from your previous jobs?
When the store allows us to offer our customers free tea and sweets. I notice that it improves the mood of the customers and they are more comfortable with the purchase."," What do your customers usually buy?
"
117," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and sweets. I notice that customers' mood improves and they feel more comfortable shopping."," What do your customers usually buy?
"
118," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and cakes. I notice that it improves the mood of the customers and they are more comfortable buying."," What do your customers usually buy?
"
119," What is your best experience from your previous jobs?
When the store allows us to offer our customers free tea and sweets. I find it uplifts the mood of customers and makes them easier to buy."," What do your customers usually buy?
"
120," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and sweets. I find that this elevates the mood of customers and makes them more convenient to buy."," What do your customers usually buy?
"
121," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and cakes. I find this raises the mood of the customers and makes them more convenient to buy."," What do your customers usually buy?
"
122," What is your best experience from your previous jobs?
When the store allows us to offer our customers free tea and sweets. I find that this improves customers' moods and makes them more satisfied with the purchase."," What do your customers usually buy?
"
123," What is your best experience from your previous jobs?
When the store allows us to offer our customers free tea and sweets. I notice that customers' mood improves and they feel more comfortable with the purchase."," What do your customers usually buy?
"
124," What is your best experience from your previous jobs?
When the shop allows us to offer our customers free tea and sweets. I notice that it improves the mood of the customers and they are more comfortable with the purchase."," What do your customers usually buy?
"
125," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and sweets. I find that customers' moods are improving and they are more comfortable shopping."," What do your customers usually buy?
"
126," What is your best experience from your previous jobs?
When the store allows us to offer our customers free tea and sweets. I find that customers' mood improves and they feel more comfortable shopping."," What do your customers usually buy?
"
127," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and cakes. I find that the mood of the customers improves and they feel more comfortable shopping."," What do your customers usually buy?
"
128," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and cake. I find that this improves customers' moods and makes them more convenient to buy."," What do your customers usually buy?
"
129," What is your best experience from your previous jobs?
When the store allows us to offer our customers free tea and cakes. I notice that it improves the mood of the customers and that they buy more easily."," What do your customers usually buy?
"
130," What is your best experience from your previous jobs?
When the boutique allows us to offer our customers free tea and cakes. I notice that customers' mood improves and they feel more comfortable shopping."," What do your customers usually buy?
"
131," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I am a very organized person. I like a job that involves working on catalogs."," What tasks did you perform in your past employment?
"
132," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I am a very organized person. I like a task that requires me to work on catalogs."," What tasks did you perform in your past employment?
"
133," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I am a very organized person. I like a job that consists of working on catalogs."," What tasks did you perform in your past employment?
"
134," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a manager who I follow."," What does your supervisor say about job performance?
"
135," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a supervisor that I am."," What does your supervisor say about job performance?
"
136," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a supervisor that I follow."," What does your supervisor say about job performance?
"
137," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a manager that I am."," What does your supervisor say about job performance?
"
138," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a manager that I follow."," What does your supervisor say about job performance?
"
139," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a manager who I am."," What does your supervisor say about job performance?
"
140," If you are going to work in our warehouse, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I have a supervisor who I am."," What does your supervisor say about job performance?
"
141," Is there anything you want to ask about this job?
What are you looking for as an ideal applicant?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
142," Is there anything you want to ask about this job?
What are you looking for as the ideal candidate?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
143," Is there anything you want to ask about this job?
What are you looking for as an ideal candidate for a job?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
144," Is there anything you want to ask about this job?
What are you looking for as an ideal candidate for the job?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
145," Is there anything you want to ask about this job?
What are you looking for as an ideal candidate?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
146," Is there anything you want to ask about this job?
What are you looking for as the ideal candidate for a job?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
147," Is there anything you want to ask about this job?
What are you looking for as the ideal candidate for the job?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
148," Is there anything you want to ask about this job?
What are you looking for as an ideal candidate for the position?"," We are looking for a candidate who can process inventory and can report missing or damaged items to the supervisor.
"
149," What is your best experience from your previous jobs?
If our employer lets us leave early if our quota has been reached before the end of the shift."," How many quotas do you need to meet on a workday?
"
150," What is your best experience from your previous jobs?
When our employer lets us leave early when our quota was up before the end of the shift."," How many quotas do you need to meet on a workday?
"
151," What is your best experience from your previous jobs?
When our employer allows us to leave early when our quota is up before the end of the shift."," How many quotas do you need to meet on a workday?
"
152," What is your best experience from your previous jobs?
When our employer allows us to leave early when our quota has been used up before the end of the shift."," How many quotas do you need to meet on a workday?
"
153," What is your best experience from your previous jobs?
If our employer allows us to leave early if our quota has been reached before the end of the shift."," How many quotas do you need to meet on a workday?
"
154," What is your best experience from your previous jobs?
If our employer lets us leave early if our quota was met before the end of the shift."," How many quotas do you need to meet on a workday?
"
155," What is your best experience from your previous jobs?
If our employer lets us leave early if our quota has expired before the end of the shift."," How many quotas do you need to meet on a workday?
"
156," What is your best experience from your previous jobs?
When our employer allows us to leave early when our quota was up before the end of the shift."," How many quotas do you need to meet on a workday?
"
157," What is your best experience from your previous jobs?
When our employer allows us to leave early when our quota was used up before the end of the shift."," How many quotas do you need to meet on a workday?
"
158," What is your best experience from your previous jobs?
When our employer allows us to leave early if our quota expires before the end of the shift."," How many quotas do you need to meet on a workday?
"
159," What is your best experience from your previous jobs?
When our employer allows us to leave early when our quota is used up before the end of the shift."," How many quotas do you need to meet on a workday?
"
160," What is your best experience from your previous jobs?
If our employer allows us to leave early if our quota is used up before the end of the shift."," How many quotas do you need to meet on a workday?
"
161," What is your best experience from your previous jobs?
When our employer allows us to leave early when our quota is exhausted before the end of the shift."," How many quotas do you need to meet on a workday?
"
162," You have applied for the job as a truck driver. What do you think is interesting about this job?
I have good driving skills.
"," When did you first learn how to drive trucks?
"
163," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I coordinate with people who assign me orders for delivery and also with people who receive the delivery."," What kinds of orders do you deliver?
"
164," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I coordinate with the people who assign me the orders to be delivered and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
165," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I am coordinating with the people who assign me orders to deliver and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
166," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I am coordinating with the people who assign me the orders to be delivered and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
167," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I coordinate with the people who give me orders for the delivery and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
168," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I coordinate with people who assign me orders for delivery and also with people who receive delivery."," What kinds of orders do you deliver?
"
169," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I coordinate with the people who give me the orders for delivery and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
170," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I coordinate with the people who assign me orders for delivery and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
171," If you are going to work at our cargo company, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I am coordinating with the people who assign me the orders to deliver and also with the people who receive the delivery."," What kinds of orders do you deliver?
"
172," Is there anything you want to ask about this job?
What kind of truck will I drive?"," You will drive Volvo FL.
"
173," Is there anything you want to ask about this job?
What type of truck will I be driving?"," You will drive Volvo FL.
"
174," Is there anything you want to ask about this job?
What type of truck will I drive?"," You will drive Volvo FL.
"
175," What is your best experience from your previous jobs?
As an early long-distance driver, our employer allows us to rest every four hours."," Great. How's your salary like on your past employer?
"
176," What is your best experience from your previous jobs?
Being a long-haul driver before, our employer allows us to rest every four hours on the road."," Great. How's your salary like on your past employer?
"
177," What is your best experience from your previous jobs?
Being a long distance driver before, our employer allows us to rest every four hours of travel."," Great. How's your salary like on your past employer?
"
178," What is your best experience from your previous jobs?
Being a long-haul driver first, our employer allows us to rest every four hours of travel."," Great. How's your salary like on your past employer?
"
179," What is your best experience from your previous jobs?
As the first long-distance driver, our employer allows us to rest every four hours."," Great. How's your salary like on your past employer?
"
180," What is your best experience from your previous jobs?
As early long-distance drivers, our employer allows us to rest on the road every four hours."," Great. How's your salary like on your past employer?
"
181," What is your best experience from your previous jobs?
Being a long distance driver before, our employer allows us to rest every four hours on the road."," Great. How's your salary like on your past employer?
"
182," What is your best experience from your previous jobs?
Being a long-haul driver first, our employer allows us to rest every four hours on the road."," Great. How's your salary like on your past employer?
"
183," What is your best experience from your previous jobs?
As long-distance drivers, our employer allows us to rest every four hours."," Great. How's your salary like on your past employer?
"
184," What is your best experience from your previous jobs?
Being a long-distance driver before, our employer allows us to rest every four hours of travel."," Great. How's your salary like on your past employer?
"
185," What is your best experience from your previous jobs?
Being a long distance driver first, our employer allows us to rest every four hours of travel."," Great. How's your salary like on your past employer?
"
186," What is your best experience from your previous jobs?
Being first and foremost a long-haul driver, our employer allows us to rest every four hours of travel."," Great. How's your salary like on your past employer?
"
187," What is your best experience from your previous jobs?
Being a long-distance driver in the first place, our employer allows us to rest every four hours of travel."," Great. How's your salary like on your past employer?
"
188," You have applied for the job as baker. What do you think is interesting about this work?
I like to decorate cakes and pastries."," What cakes and pastries have you decorated before?
"
189," You have applied for the job as baker. What do you think is interesting about this work?
I love to decorate cakes and pastries."," What cakes and pastries have you decorated before?
"
190," You have applied for the job as baker. What do you think is interesting about this work?
I love decorating cakes and pastries."," What cakes and pastries have you decorated before?
"
191," What makes you a good fit?
I specialize in cake decoration and pastry design."," Do you have on-the-job experience in that specialization?
"
192," What makes you a good fit?
I specialize in cake decorating and pastry design."," Do you have on-the-job experience in that specialization?
"
193," What makes you a good fit?
I specialize in Cake Decoration and Pastry Design."," Do you have on-the-job experience in that specialization?
"
194," What makes you a good fit?
I specialize in Cake Decorating and Pastry Design."," Do you have on-the-job experience in that specialization?
"
195," What makes you a good fit?
I specialize in cake decorating and baking design."," Do you have on-the-job experience in that specialization?
"
196," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I previously worked as a member of the bakery team. We work closely with our bakery manager."," That is good. What are your responsibilities as part of that team?
"
197," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I have already worked as a member of a bakery team. We work closely with our bakery manager."," That is good. What are your responsibilities as part of that team?
"
198," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I worked as a member of the bakery team before. We work closely with our bakery manager."," That is good. What are your responsibilities as part of that team?
"
199," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I have already worked as a member of the bakery team. We work closely with our bakery manager."," That is good. What are your responsibilities as part of that team?
"
200," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I previously worked as a member of the bakery team. We work closely with our bakery chef."," That is good. What are your responsibilities as part of that team?
"
201," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. Previously I worked as a member of the bakery team. We work closely with our bakery manager."," That is good. What are your responsibilities as part of that team?
"
202," If you are going to work as a baker, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I have already worked as a member of the bakery team. We work closely with our bakery chef."," That is good. What are your responsibilities as part of that team?
"
